,Item_Weight,Item_Type,Item_Price,Outlet_Size,Item_Sold
4677,16.1,Fruits and Vegetables,109.3596,,1186.4556
4678,17.7,Fruits and Vegetables,80.9276,Medium,487.3656
4679,13.1,Others,188.853,Small,3225.801
4680,14.3,Baking Goods,96.5726,High,2251.0698
4681,,Snack Foods,244.317,Medium,8262.578000000001
4682,8.6,Household,114.3176,,1946.7992
4683,5.78,Snack Foods,264.5568,Medium,6327.7632
4684,8.195,Baking Goods,91.8462,,2313.655
4685,13.65,Dairy,184.824,Small,3355.632
4686,17.35,Baking Goods,102.3016,,1619.2256
4687,20.25,Household,246.646,Small,2463.46
4688,,Meat,230.5352,Small,687.1056
4689,16.1,Fruits and Vegetables,252.3356,Small,3815.034
4690,,Fruits and Vegetables,89.7856,Medium,966.7416
4691,17.6,Meat,113.2202,Medium,2025.3636
4692,18.0,Snack Foods,148.4418,,4119.9704
4693,12.5,Health and Hygiene,99.0384,,197.0768
4694,9.065,Frozen Foods,94.4094,High,2856.282
4695,16.85,Frozen Foods,195.5478,Small,4262.4516
4696,16.0,Household,228.4668,,2534.0348
4697,9.3,Frozen Foods,181.6292,High,2371.5796
4698,6.215,Fruits and Vegetables,37.9848,Small,782.9808
4699,20.1,Fruits and Vegetables,226.6036,,6831.108
4700,8.77,Fruits and Vegetables,170.5422,,2759.0752
4701,16.25,Dairy,95.141,Small,2220.4429999999998
4702,15.15,Baking Goods,150.4708,High,2106.5912
4703,13.15,Household,159.5604,High,1901.5248
4704,12.15,Household,117.615,High,1514.695
4705,,Frozen Foods,41.8454,Small,41.9454
4706,20.85,Snack Foods,197.5452,Small,4306.3944
4707,18.2,Fruits and Vegetables,247.2092,Small,3486.1288
4708,8.3,Fruits and Vegetables,36.6506,Medium,455.4072
4709,6.195,Snack Foods,120.1098,,2892.2352
4710,15.1,Fruits and Vegetables,216.4166,,2830.3158
4711,11.5,Health and Hygiene,130.7942,,2782.3782
4712,19.0,Frozen Foods,105.4622,Small,1905.5196
4713,10.5,Frozen Foods,120.2098,Medium,602.549
4714,8.8,Snack Foods,210.6612,Medium,2508.7344
4715,,Health and Hygiene,264.1884,Small,264.9884
4716,17.75,Fruits and Vegetables,160.4262,,3182.5240000000003
4717,,Frozen Foods,39.8506,Small,37.9506
4718,17.75,Dairy,242.1538,Small,4326.3684
4719,20.75,Fruits and Vegetables,123.373,Small,2093.9410000000003
4720,16.7,Snack Foods,60.6562,Medium,592.562
4721,,Frozen Foods,55.5588,Medium,1145.1760000000002
4722,13.85,Others,40.24800000000001,,319.584
4723,15.35,Fruits and Vegetables,191.1504,Small,1725.7536
4724,12.1,Fruits and Vegetables,177.3002,Small,3044.7034
4725,12.15,Household,118.515,Medium,1398.18
4726,,Dairy,74.8012,Small,303.6048
4727,16.35,Others,106.128,Small,1917.504
4728,,Fruits and Vegetables,160.1578,Medium,3048.6982
4729,7.27,Soft Drinks,111.8518,Medium,2277.036
4730,13.8,Dairy,246.9802,Medium,5896.3248
4731,20.25,Baking Goods,240.3538,Medium,4086.0146
4732,9.3,Breads,65.7826,Small,968.7389999999999
4733,14.15,Starchy Foods,125.6046,Medium,1618.5598
4734,,Health and Hygiene,164.5526,Medium,2302.3364
4735,8.115,Canned,154.8972,Small,1713.7692
4736,,Snack Foods,190.8872,Small,945.436
4737,11.1,Household,120.1124,,1896.1984
4738,12.5,Health and Hygiene,96.7384,Small,2759.0752
4739,9.8,Breads,84.6908,Small,1006.6896
4740,19.7,Canned,253.1014,Medium,2805.0154
4741,14.3,Baking Goods,95.9726,,2153.1972
4742,19.75,Snack Foods,213.5902,Medium,4460.1942
4743,18.5,Meat,89.4172,High,1605.9096
4744,,Household,174.1396,Medium,4012.1108
4745,12.35,Meat,199.0426,Small,3361.6242
4746,,Health and Hygiene,156.9604,Medium,4278.4308
4747,5.365,Seafood,169.7764,Medium,3263.7516
4748,,Health and Hygiene,97.2384,Medium,2660.5368
4749,20.5,Frozen Foods,82.8592,Small,908.1512
4750,8.71,Canned,49.5376,Small,1198.44
4751,,Seafood,109.4596,Medium,1833.6132
4752,16.0,Meat,48.1718,,756.3488
4753,17.6,Dairy,171.6422,High,3793.7284
4754,20.7,Frozen Foods,118.9466,,353.5398
4755,13.0,Canned,61.922,Small,1557.9720000000002
4756,20.2,Baking Goods,195.811,,2553.343
4757,20.35,Baking Goods,232.7616,High,2812.3392
4758,18.6,Breakfast,101.1358,High,1105.8938
4759,,Hard Drinks,46.206,Medium,1304.968
4760,13.35,Dairy,229.9352,,2519.3872
4761,17.85,Snack Foods,120.9072,Medium,2817.6656
4762,16.35,Others,105.528,High,2024.0320000000002
4763,14.85,Dairy,263.791,,4207.856
4764,21.25,Meat,183.1608,,2756.4120000000003
4765,14.15,Snack Foods,242.7828,High,3167.8764
4766,17.2,Canned,145.9418,Small,1765.7016
4767,,Fruits and Vegetables,161.592,Medium,4314.384
4768,10.85,Snack Foods,107.4622,,529.311
4769,20.35,Fruits and Vegetables,233.2958,Small,4206.5244
4770,16.35,Household,124.802,,253.00400000000002
4771,9.3,Hard Drinks,191.6846,Small,3057.3536
4772,,Soft Drinks,231.8958,Medium,8413.0488
4773,15.75,Baking Goods,196.5452,,3131.9232
4774,14.85,Household,253.2698,,2283.0282
4775,18.6,Frozen Foods,243.6802,,5896.3248
4776,16.35,Household,256.4646,Medium,515.3292
4777,9.695,Baking Goods,226.1404,Small,3375.6059999999998
4778,15.15,Snack Foods,130.0284,,3559.3668
4779,14.3,Fruits and Vegetables,88.9856,Small,1669.8264
4780,10.895,Fruits and Vegetables,194.8794,,585.2382
4781,8.39,Household,165.1868,,2784.3756
4782,18.35,Dairy,151.934,High,306.268
4783,15.2,Health and Hygiene,116.3492,High,2548.6824
4784,20.2,Snack Foods,259.4646,Small,2061.3168
4785,,Household,172.3106,Medium,5475.5392
4786,8.71,Canned,185.6924,,3331.6632
4787,12.15,Breads,163.1184,Small,3467.4864
4788,8.06,Breakfast,232.0326,,3003.4238
4789,11.5,Fruits and Vegetables,130.6652,,258.3304
4790,14.85,Canned,187.3214,Small,4333.6922
4791,11.8,Fruits and Vegetables,45.2402,Medium,1148.505
4792,14.7,Hard Drinks,143.5128,Medium,2444.8176
4793,,Household,221.2456,Small,663.1368
4794,18.75,Household,214.1218,High,4488.1578
4795,7.235,Snack Foods,115.1834,,1382.2008
4796,,Fruits and Vegetables,211.5586,Medium,4432.2306
4797,19.6,Health and Hygiene,150.9024,Medium,3795.06
4798,7.27,Canned,92.2488,,814.9392
4799,15.1,Fruits and Vegetables,42.0796,,454.0756
4800,7.81,Soft Drinks,243.5486,,488.6972
4801,7.81,Canned,125.5046,Small,3237.1196
4802,6.465,Canned,266.8884,,1059.9536
4803,,Household,220.8456,Medium,4199.8664
4804,10.8,Meat,100.5042,Medium,1884.8798
4805,9.5,Meat,196.8452,Small,3523.4136
4806,20.7,Fruits and Vegetables,125.5388,High,2105.2596
4807,8.895,Hard Drinks,235.9616,,1874.8928
4808,15.6,Snack Foods,125.2704,Medium,2628.5784
4809,9.0,Frozen Foods,214.5534,High,3440.8544
4810,19.35,Frozen Foods,120.9098,,1687.1372
4811,19.7,Meat,102.599,,2063.98
4812,,Breads,44.0402,Small,91.8804
4813,5.825,Household,160.7894,Medium,1617.894
4814,,Fruits and Vegetables,140.6154,Medium,4538.0928
4815,12.85,Fruits and Vegetables,233.8642,Medium,2323.6420000000003
4816,12.85,Snack Foods,172.4422,,4483.4972
4817,17.5,Meat,139.918,High,419.454
4818,17.0,Dairy,221.1114,Small,4434.228
4819,7.05,Snack Foods,111.1912,Small,1965.4416
4820,5.78,Snack Foods,264.0568,Small,2109.2544
4821,15.2,Snack Foods,229.0352,Small,2290.3520000000003
4822,,Fruits and Vegetables,178.437,Medium,3175.866
4823,11.35,Fruits and Vegetables,169.27900000000002,Small,2376.906
4824,17.5,Frozen Foods,257.7304,,5683.2688
4825,16.25,Dairy,95.541,Medium,1544.656
4826,12.85,Fruits and Vegetables,179.7318,Medium,2165.1816
4827,,Frozen Foods,122.4098,Medium,3012.745
4828,8.84,Frozen Foods,109.9228,Medium,1547.3192
4829,,Meat,58.3562,Medium,1125.8678
4830,17.75,Others,107.5912,Small,1528.6768
4831,6.38,Household,143.347,,858.882
4832,,Canned,153.2998,Medium,3998.7948
4833,10.65,Fruits and Vegetables,57.1272,Small,279.63599999999997
4834,13.1,Dairy,75.0354,Small,902.8248
4835,,Soft Drinks,145.7128,Medium,4026.7584
4836,10.195,Frozen Foods,143.1154,,2410.8618
4837,6.67,Snack Foods,131.2626,,2098.6016
4838,5.32,Health and Hygiene,103.8674,,509.337
4839,,Baking Goods,133.1626,Medium,2492.0894
4840,12.1,Soft Drinks,144.3444,Medium,1161.1552
4841,13.85,Breakfast,232.73,Medium,6291.81
4842,16.35,Household,125.602,Medium,3036.048
4843,18.35,Household,192.8504,High,2876.256
4844,15.5,Fruits and Vegetables,102.0332,,102.5332
4845,12.1,Snack Foods,150.4734,Small,2078.6276
4846,12.1,Snack Foods,148.2734,Small,3266.4148
4847,19.25,Frozen Foods,85.2908,High,671.1264
4848,8.71,Canned,183.3924,Small,3146.5708
4849,10.5,Household,170.9106,High,3251.1014
4850,11.6,Dairy,240.8222,Medium,3585.333
4851,16.0,Fruits and Vegetables,55.9246,,405.4722
4852,6.865,Snack Foods,214.6218,,1923.4962
4853,10.395,Seafood,159.5604,,2852.2872
4854,8.05,Fruits and Vegetables,259.0646,Small,4380.2982
4855,5.785,Fruits and Vegetables,264.2252,,3934.8779999999997
4856,10.3,Fruits and Vegetables,191.653,Medium,5313.084
4857,12.5,Fruits and Vegetables,103.099,Medium,722.393
4858,7.63,Soft Drinks,92.5436,Medium,1607.2412
4859,13.5,Snack Foods,78.396,Small,1438.128
4860,17.5,Snack Foods,101.299,,722.393
4861,,Soft Drinks,112.0518,Small,113.8518
4862,8.21,Hard Drinks,150.5392,Medium,1043.9744
4863,11.65,Meat,110.9544,Medium,335.5632
4864,18.5,Snack Foods,119.8124,,4029.4216
4865,7.72,Breads,78.7986,Medium,856.8846
4866,5.88,Household,149.4392,Small,1640.5312
4867,6.85,Frozen Foods,262.3594,Small,3924.8909999999996
4868,,Household,176.1712,Medium,3691.1952
4869,7.52,Fruits and Vegetables,128.8994,High,2055.9904
4870,13.65,Snack Foods,81.2302,Small,2059.9852
4871,,Household,46.2086,Medium,802.9548
4872,6.985,Meat,185.2608,,2940.1728
4873,,Snack Foods,240.6222,Medium,4302.3996
4874,9.3,Dairy,248.9092,,498.0184
4875,12.1,Canned,74.767,High,2220.4429999999998
4876,5.98,Fruits and Vegetables,145.3418,Medium,2354.2688
4877,9.0,Health and Hygiene,266.2884,Medium,2914.8724
4878,7.145,Frozen Foods,160.6578,Medium,2246.4092
4879,19.0,Health and Hygiene,211.7244,,2752.4172
4880,7.855,Baking Goods,35.6848,,335.5632
4881,19.5,Breads,156.1314,Small,2792.3652
4882,8.71,Canned,92.7778,Small,1032.6558
4883,11.5,Starchy Foods,173.908,Medium,1211.756
4884,18.85,Household,244.3144,Medium,5635.3312
4885,13.65,Canned,98.77,,1697.79
4886,6.135,Soft Drinks,114.386,Medium,1018.674
4887,5.655,Soft Drinks,146.9102,Medium,1749.7224
4888,14.85,Dairy,261.291,High,10256.649
4889,20.75,Breakfast,153.7682,Small,1829.6184
4890,10.0,Snack Foods,234.859,Medium,1181.795
4891,10.3,Dairy,263.6226,Small,6608.065
4892,5.675,Snack Foods,156.1288,Small,2828.3184
4893,5.51,Health and Hygiene,98.9726,Medium,1565.9616
4894,17.75,Seafood,33.9216,,830.9184
4895,17.75,Baking Goods,113.1544,Medium,1006.6896
4896,8.365,Fruits and Vegetables,189.2188,,4570.0512
4897,,Canned,200.4742,Small,398.1484
4898,10.0,Snack Foods,128.2994,High,1413.4934
4899,18.2,Fruits and Vegetables,250.1092,Medium,5727.2116
4900,19.35,Soft Drinks,163.3868,Small,3439.5228
4901,,Meat,143.7812,Medium,4986.842000000001
4902,7.39,Others,141.447,High,2290.3520000000003
4903,7.945,Snack Foods,163.821,Medium,1794.3310000000001
4904,16.0,Snack Foods,157.0972,Small,4673.916
4905,20.1,Health and Hygiene,59.2536,Small,735.0432
4906,20.6,Fruits and Vegetables,94.4778,,93.8778
4907,8.575,Dairy,196.5794,,5267.1438
4908,17.7,Fruits and Vegetables,47.9034,Medium,729.051
4909,20.0,Frozen Foods,125.4678,,127.1678
4910,5.695,Frozen Foods,256.0646,,1288.323
4911,5.11,Household,164.72099999999998,Medium,3588.6620000000003
4912,15.25,Snack Foods,178.166,,4853.682
4913,,Canned,177.83700000000005,Medium,6704.606
4914,18.25,Dairy,110.357,High,2087.283
4915,15.6,Snack Foods,170.6132,High,6595.4148
4916,13.0,Canned,76.3986,Medium,778.9860000000001
4917,7.02,Fruits and Vegetables,147.3734,Medium,2524.0478
4918,19.7,Snack Foods,177.537,Small,3175.866
4919,9.1,Household,112.5518,Medium,341.5554
4920,8.0,Breads,249.9092,,249.0092
4921,17.75,Health and Hygiene,240.9196,Medium,4579.3724
4922,19.5,Breads,156.4314,Medium,2326.971
4923,7.685,Health and Hygiene,145.276,Small,3515.4240000000004
4924,9.6,Health and Hygiene,188.7214,,376.8428
4925,19.6,Dairy,45.5718,,47.2718
4926,17.6,Snack Foods,163.6868,,163.7868
4927,15.6,Dairy,63.6194,,743.0328
4928,12.65,Household,108.4938,Medium,1500.7132
4929,,Baking Goods,94.4462,Medium,2036.0164
4930,,Snack Foods,112.1518,Medium,3870.9612
4931,14.5,Health and Hygiene,159.5604,,1426.1436
4932,6.425,Canned,116.5808,Medium,2460.7968
4933,9.695,Hard Drinks,176.9344,,5888.3352
4934,19.6,Soft Drinks,56.1614,High,828.921
4935,20.7,Household,152.8366,Small,2569.3222
4936,12.6,Dairy,34.9874,,529.311
4937,8.275,Household,104.2306,High,3658.571
4938,,Household,106.1964,Small,210.3928
4939,19.85,Fruits and Vegetables,128.102,High,1265.02
4940,7.36,Frozen Foods,55.2588,,229.0352
4941,20.35,Meat,82.7276,,162.4552
4942,17.7,Starchy Foods,183.7924,Medium,2221.1088
4943,,Breakfast,176.937,Small,352.874
4944,8.39,Frozen Foods,112.6176,Small,2175.8344
4945,9.195,Baking Goods,81.6592,Small,1403.5064
4946,8.93,Dairy,152.334,Small,2143.876
4947,15.7,Household,59.2562,High,296.281
4948,16.7,Household,246.3776,,1981.4208
4949,,Soft Drinks,95.0752,Medium,2588.6304
4950,20.5,Fruits and Vegetables,194.1478,,2906.217
4951,,Household,163.7526,Medium,1973.4312
4952,11.65,Seafood,112.286,,452.744
4953,20.75,Soft Drinks,153.5024,Medium,2428.8384
4954,,Frozen Foods,157.563,Medium,1721.0929999999998
4955,16.2,Frozen Foods,41.7454,,83.8908
4956,10.195,Starchy Foods,239.4538,,4566.7222
4957,,Household,73.4696,Small,298.2784
4958,13.3,Dairy,233.03,High,5359.69
4959,6.215,Fruits and Vegetables,37.4848,Medium,111.8544
4960,6.67,Snack Foods,90.5514,Medium,974.0654
4961,12.6,Dairy,255.5356,,9664.7528
4962,12.15,Frozen Foods,254.7698,Small,5834.4054
4963,16.6,Canned,117.2124,Medium,1422.1488
4964,,Frozen Foods,128.131,Medium,1687.8029999999999
4965,20.85,Breads,103.6648,Small,2285.0256
4966,11.0,Health and Hygiene,101.7358,Small,1508.037
4967,15.6,Others,185.5924,Medium,3146.5708
4968,,Dairy,217.685,Small,432.77
4969,10.195,Dairy,194.5794,,4096.6674
4970,12.6,Frozen Foods,105.099,,1444.786
4971,20.2,Snack Foods,255.7646,Medium,5410.9566
4972,18.0,Frozen Foods,116.5124,Medium,355.5372
4973,6.75,Dairy,96.7752,Medium,1342.2528
4974,12.35,Meat,158.1946,Medium,1104.5622
4975,7.59,Fruits and Vegetables,173.108,,2077.2960000000003
4976,14.8,Meat,190.5846,Medium,3630.6074
4977,5.11,Household,161.721,Small,2446.815
4978,6.38,Dairy,177.4344,Small,1784.344
4979,8.3,Dairy,87.7198,Small,1569.9564
4980,16.7,Snack Foods,143.8102,,4811.7366
4981,,Breads,156.5288,Medium,4870.9928
4982,9.695,Fruits and Vegetables,185.2898,,3367.6164
4983,8.235,Health and Hygiene,184.795,Small,1464.76
4984,10.195,Canned,112.1886,Small,667.1316
4985,10.695,Dairy,119.244,High,3475.4759999999997
4986,8.38,Baking Goods,109.857,Small,2306.9970000000003
4987,11.65,Baking Goods,153.0024,,455.4072
4988,9.195,Frozen Foods,52.0666,Small,615.1992
4989,8.1,Canned,88.6198,Small,1569.9564
4990,18.6,Snack Foods,152.9366,,453.4098
4991,17.6,Health and Hygiene,234.659,Small,8508.924
4992,20.25,Household,148.0418,Medium,1177.1344
4993,5.98,Hard Drinks,53.3614,Medium,331.5684
4994,18.75,Household,207.8954,Medium,2292.3494
4995,5.82,Fruits and Vegetables,255.333,,4870.327
4996,8.52,Soft Drinks,153.3682,Small,914.8092
4997,15.5,Fruits and Vegetables,178.4028,Medium,1239.7196
4998,16.7,Fruits and Vegetables,182.7976,Small,1810.976
4999,9.6,Snack Foods,258.1304,Medium,2324.9736
5000,9.13,Household,151.4024,Medium,1973.4312
5001,10.5,Starchy Foods,78.296,Small,1438.128
5002,17.0,Frozen Foods,249.7434,Medium,4221.8378
5003,,Snack Foods,211.6902,Medium,4247.804
5004,9.195,Baking Goods,46.4744,Small,950.7624
5005,10.1,Household,117.8492,Small,1621.8888
5006,8.18,Household,140.5154,,1701.7848
5007,8.655,Snack Foods,122.6756,Small,2302.3364
5008,17.85,Fruits and Vegetables,122.9388,Small,3095.97
5009,10.65,Snack Foods,229.8668,Small,4146.6024
5010,13.65,Canned,99.27,High,2596.62
5011,17.25,Soft Drinks,261.191,,3155.8920000000003
5012,9.5,Fruits and Vegetables,169.7448,,3579.3408
5013,16.7,Starchy Foods,63.6168,Medium,1342.2528
5014,8.6,Health and Hygiene,141.1154,,425.4462
5015,19.25,Dairy,54.3956,Medium,1201.1032
5016,11.0,Canned,222.0798,High,2864.9374
5017,9.895,Soft Drinks,237.7564,,3813.7024
5018,14.0,Dairy,143.4786,Small,1589.2646
5019,7.365,Fruits and Vegetables,226.972,Medium,3848.324
5020,20.85,Baking Goods,90.2514,High,619.8598
5021,7.64,Snack Foods,93.412,Small,1491.392
5022,,Baking Goods,121.2098,Small,120.5098
5023,17.7,Meat,103.3674,Medium,2546.685
5024,7.97,Meat,90.4514,,1328.271
5025,12.35,Health and Hygiene,33.1216,Small,519.3240000000001
5026,8.42,Health and Hygiene,63.2168,Small,703.0848
5027,,Fruits and Vegetables,170.3106,Medium,3422.212
5028,6.305,Snack Foods,93.2436,High,2079.9592
5029,5.92,Soft Drinks,49.8692,,1133.1916
5030,15.1,Snack Foods,260.2304,,4908.2776
5031,17.35,Household,177.5712,,527.3136
5032,7.405,Canned,89.9146,Small,1550.6482
5033,6.405,Snack Foods,128.7678,Medium,3052.0272
5034,19.7,Baking Goods,178.06599999999997,Medium,3954.8520000000003
5035,17.7,Frozen Foods,162.721,Medium,978.7260000000001
5036,17.6,Snack Foods,161.8868,Small,4094.67
5037,15.85,Frozen Foods,39.7506,Medium,721.0614
5038,17.5,Fruits and Vegetables,185.1266,Medium,4795.0916
5039,,Soft Drinks,150.8024,Medium,3339.6528
5040,9.6,Fruits and Vegetables,140.8154,,1843.6002
5041,11.0,Frozen Foods,158.063,,2659.8709999999996
5042,20.75,Seafood,240.188,Medium,5992.2
5043,,Soft Drinks,89.4146,Medium,2645.2234
5044,16.6,Canned,118.0124,,592.562
5045,12.5,Baking Goods,199.7426,Small,593.2278
5046,7.02,Dairy,82.425,Medium,1414.825
5047,19.1,Fruits and Vegetables,147.6418,Small,1471.418
5048,5.785,Fruits and Vegetables,262.6252,Medium,524.6504
5049,11.65,Hard Drinks,40.3164,,502.0132
5050,19.0,Household,190.1872,,567.2616
5051,5.19,Frozen Foods,197.811,,2946.165
5052,14.15,Household,196.311,Small,3338.987
5053,16.2,Health and Hygiene,183.7608,Medium,2940.1728
5054,7.72,Breads,78.8986,Medium,623.1888
5055,18.6,Others,56.2588,Small,1030.6584
5056,8.35,Frozen Foods,76.5354,,1805.6496
5057,18.6,Others,55.6588,,114.5176
5058,,Health and Hygiene,264.0884,Medium,4504.8028
5059,19.0,Household,129.8336,High,3451.5072
5060,8.895,Baking Goods,207.4296,,2492.7552
5061,18.0,Baking Goods,78.5618,High,402.809
5062,15.1,Fruits and Vegetables,144.7786,,2600.6148
5063,,Canned,91.8488,Medium,2716.4640000000004
5064,20.5,Frozen Foods,75.8696,Small,2386.2272
5065,,Snack Foods,259.7962,Medium,8028.8822
5066,20.6,Fruits and Vegetables,93.3778,Medium,1314.2892
5067,15.85,Breads,218.7166,High,4136.6154
5068,20.6,Fruits and Vegetables,187.7556,Medium,3004.0896
5069,10.3,Fruits and Vegetables,187.853,High,2656.542
5070,,Others,55.2588,Medium,2748.4224
5071,17.6,Meat,111.3202,,337.5606
5072,11.35,Snack Foods,101.0016,High,2631.2416
5073,10.195,Canned,112.2886,Medium,2557.3378
5074,17.5,Meat,138.518,Medium,2376.906
5075,,Hard Drinks,56.0614,Medium,2597.2858
5076,11.0,Health and Hygiene,40.948,High,319.584
5077,5.92,Soft Drinks,47.7692,Small,492.69199999999995
5078,13.3,Dairy,232.73,Small,2796.36
5079,18.2,Health and Hygiene,45.1086,Medium,669.1289999999999
5080,9.395,Soft Drinks,42.3112,Medium,980.0576
5081,6.75,Dairy,96.3752,Small,1342.2528
5082,15.7,Canned,133.1942,High,2782.3782
5083,8.39,Household,162.8868,,327.5736
5084,,Fruits and Vegetables,47.4692,Medium,1576.6144
5085,9.6,Snack Foods,244.917,,2916.204
5086,11.1,Fruits and Vegetables,151.3366,Small,3022.732
5087,12.8,Others,108.9938,Medium,1071.938
5088,12.85,Frozen Foods,46.106,,792.302
5089,13.65,Breads,231.9668,,3225.1352
5090,,Soft Drinks,146.6102,Medium,1895.5326
5091,7.935,Household,261.591,,3155.8920000000003
5092,,Canned,74.967,Small,229.701
5093,16.1,Soft Drinks,189.9846,,191.0846
5094,7.645,Snack Foods,41.8112,Small,894.8352
5095,8.775,Fruits and Vegetables,110.7228,,331.5684
5096,10.65,Fruits and Vegetables,57.2272,,1174.4712
5097,7.64,Snack Foods,95.012,,1864.24
5098,7.325,Fruits and Vegetables,93.2146,,1733.0774
5099,8.645,Health and Hygiene,94.741,Medium,1061.951
5100,8.97,Household,55.7956,Medium,1037.3164
5101,,Dairy,219.3482,Small,219.0482
5102,5.405,Canned,198.6742,Medium,2388.8904
5103,,Fruits and Vegetables,90.6462,Medium,2406.2012
5104,10.195,Starchy Foods,240.1538,Medium,1442.1228
5105,6.935,Snack Foods,103.5332,Small,1230.3984
5106,,Snack Foods,159.0262,Small,159.1262
5107,8.88,Hard Drinks,152.2682,Small,1829.6184
5108,,Frozen Foods,162.52100000000004,Medium,4567.388
5109,9.3,Canned,145.3786,,2745.0934
5110,9.0,Household,169.4474,Small,4211.185
5111,21.25,Household,146.0102,Small,2916.204
5112,12.35,Canned,59.2246,Medium,984.7182
5113,,Dairy,124.3704,Medium,3004.0896
5114,16.85,Snack Foods,43.9428,Small,351.5424
5115,14.7,Fruits and Vegetables,49.8034,Small,631.8442
5116,8.63,Canned,173.9422,Medium,4138.6128
5117,7.935,Household,261.291,Medium,2892.901
5118,,Frozen Foods,112.7176,Medium,1832.2816
5119,19.85,Health and Hygiene,126.7704,Small,1752.3856
5120,5.765,Baking Goods,37.5164,Small,656.4788
5121,17.75,Dairy,240.5538,Medium,3845.6608
5122,,Breakfast,55.5588,Small,229.0352
5123,8.235,Health and Hygiene,181.895,Small,732.38
5124,,Fruits and Vegetables,43.4086,Medium,847.5634
5125,6.13,Fruits and Vegetables,55.0298,Medium,539.298
5126,9.1,Baking Goods,127.2362,Medium,1635.8706
5127,18.7,Frozen Foods,121.4072,High,2450.144
5128,15.5,Baking Goods,261.7568,Medium,1845.5976
5129,10.695,Snack Foods,156.7972,Small,3427.5384
5130,6.695,Frozen Foods,220.8456,Medium,5084.0488
5131,16.0,Household,229.8668,Small,4837.7028
5132,5.59,Snack Foods,62.6168,High,639.168
5133,11.35,Fruits and Vegetables,197.0742,,2587.9646
5134,12.3,Starchy Foods,93.8804,Medium,1470.0864
5135,,Snack Foods,102.4016,Medium,2428.8384
5136,17.75,Dairy,248.775,Small,3745.125
5137,17.75,Others,178.56599999999997,Medium,2516.724
5138,,Fruits and Vegetables,245.0144,Medium,3185.1872
5139,,Baking Goods,35.2874,Medium,988.0472
5140,12.35,Fruits and Vegetables,110.257,Medium,1757.7120000000002
5141,16.7,Frozen Foods,113.9176,Medium,2519.3872
5142,19.35,Meat,167.0816,,1510.0344
5143,15.7,Canned,112.0202,Small,337.5606
5144,,Snack Foods,196.1136,Medium,6026.8216
5145,18.7,Baking Goods,124.902,,2909.546
5146,7.06,Starchy Foods,59.5904,High,761.6752
5147,11.35,Snack Foods,52.4008,Small,809.6128
5148,,Snack Foods,62.7194,Small,123.8388
5149,6.96,Soft Drinks,90.9146,,1459.4336
5150,,Dairy,54.7298,Small,107.8596
5151,,Snack Foods,37.919,Medium,768.9989999999999
5152,13.15,Snack Foods,184.195,Medium,2746.425
5153,,Dairy,146.7102,Medium,4374.306
5154,14.5,Baking Goods,102.7332,,205.0664
5155,7.5,Health and Hygiene,177.4028,,354.2056
5156,15.2,Health and Hygiene,114.8492,,1506.0396
5157,11.6,Snack Foods,226.2404,Small,1800.3232
5158,9.0,Household,102.0016,Medium,1518.024
5159,19.35,Fruits and Vegetables,119.7098,High,1325.6078
5160,15.2,Snack Foods,228.0352,,458.0704
5161,20.2,Snack Foods,97.5752,Small,1534.0032
5162,,Dairy,45.2744,Medium,905.488
5163,,Canned,87.4198,Medium,2267.7148
5164,5.365,Seafood,171.0764,Small,3263.7516
5165,21.2,Starchy Foods,173.6738,Medium,2954.1546
5166,11.15,Dairy,150.6708,,2106.5912
5167,19.35,Snack Foods,112.7518,,683.1108
5168,13.5,Health and Hygiene,33.3874,Medium,282.2992
5169,9.6,Snack Foods,188.1872,Small,1701.7848
5170,12.5,Fruits and Vegetables,91.7488,Medium,1358.2320000000002
5171,15.85,Canned,36.3506,Small,607.2096
5172,10.195,Frozen Foods,141.7838,High,1685.8056
5173,20.2,Meat,178.6028,,2302.3364
5174,7.96,Canned,161.8894,Medium,2750.4198
5175,20.0,Baking Goods,45.4086,High,981.3892
5176,6.425,Breakfast,133.0626,,1442.7886
5177,,Baking Goods,262.7568,Medium,7646.0472
5178,12.1,Household,170.9106,Medium,1539.9954
5179,11.6,Frozen Foods,82.2276,,243.6828
5180,,Household,179.166,Small,359.532
5181,9.395,Snack Foods,236.9932,Small,4242.4776
5182,17.2,Canned,147.0418,,2354.2688
5183,7.42,Snack Foods,188.9872,Medium,2458.1336
5184,18.25,Snack Foods,142.0154,Small,2127.231
5185,,Dairy,193.3794,Medium,8388.4142
5186,17.6,Snack Foods,94.641,Medium,2799.6890000000003
5187,,Seafood,148.705,Medium,1797.66
5188,6.825,Canned,155.1998,Medium,2460.7968
5189,7.405,Dairy,208.9296,High,2700.4848
5190,15.7,Baking Goods,250.5724,Medium,4026.7584
5191,15.6,Frozen Foods,75.667,,1301.639
5192,9.6,Household,44.2086,,44.6086
5193,,Frozen Foods,144.0102,Medium,5394.9774
5194,,Frozen Foods,163.1526,Medium,3946.8624
5195,,Baking Goods,88.18299999999998,Medium,1438.128
5196,10.195,Frozen Foods,139.0838,Small,3652.5788
5197,19.1,Household,172.4422,Medium,3621.2862
5198,8.895,Breakfast,175.937,Medium,529.311
5199,8.945,Dairy,262.291,,1314.955
5200,10.3,Meat,103.7648,,2804.3496
5201,16.0,Snack Foods,155.2972,,3894.93
5202,6.385,Snack Foods,34.3874,,388.1614
